Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TLV,100,47.28,46.71,48.03,47.34,20.46,20.36,20.36,20.39
TLV,200,47.31,49.23,49.73,48.76,20.26,21.53,21.05,20.95
TLV,300,48.05,49.05,49.34,48.81,20.64,21.48,21.16,21.09
TLV,400,47.94,48.06,48.48,48.16,20.76,21.08,20.97,20.94
