Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TLV,100,46.37,45.12,44.88,45.46,19.17,20.0,19.88,19.68
TLV,200,46.95,44.84,45.04,45.61,19.61,19.8,19.98,19.8
TLV,300,47.23,46.15,44.85,46.08,19.76,20.26,19.85,19.96
TLV,400,47.09,46.2,44.9,46.06,19.91,20.32,19.89,20.04
