Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
THV,100,40.29,37.68,39.41,39.13,17.8,16.96,17.24,17.33
THV,200,39.58,38.72,38.44,38.91,17.4,17.31,16.9,17.2
THV,300,39.94,38.44,38.73,39.04,17.69,17.01,17.14,17.28
THV,400,40.5,39.56,38.95,39.67,17.93,17.53,17.39,17.62
