Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YBAA,100,12.03,11.19,11.67,11.63,4.02,3.43,3.74,3.73
YBAA,200,12.31,12.54,12.63,12.49,4.0,3.85,4.05,3.97
YBAA,300,12.23,11.86,12.15,12.08,3.87,3.7,3.91,3.83
YBAA,400,12.24,11.97,11.29,11.83,3.94,3.71,3.63,3.76
