Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TNI,100,19.98,22.85,22.43,21.75,8.1,9.07,9.09,8.75
TNI,200,20.35,22.67,22.08,21.7,8.26,8.92,8.79,8.66
TNI,300,20.6,22.45,21.24,21.43,8.52,8.83,8.58,8.64
TNI,400,20.33,21.85,20.57,20.92,8.34,8.58,8.27,8.4
