Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
EBVS,100,42.69,42.69,42.74,42.71,18.95,18.95,18.99,18.96
EBVS,200,42.41,42.29,42.41,42.37,18.83,18.83,18.83,18.83
EBVS,300,40.83,40.83,40.87,40.84,18.14,18.14,18.14,18.14
EBVS,400,39.99,39.98,39.91,39.96,17.69,17.67,17.66,17.67
