Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YKWK,100,17.95,18.3,17.94,18.06,7.28,7.45,7.3,7.34
YKWK,200,19.01,19.15,19.03,19.06,7.7,7.74,7.69,7.71
YKWK,300,19.15,19.14,19.01,19.1,7.75,7.76,7.68,7.73
YKWK,400,19.43,19.35,19.47,19.42,7.81,7.79,7.86,7.82
