Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
NCC,100,29.57,29.71,30.13,29.8,11.96,12.23,11.4,11.86
NCC,200,29.37,30.44,31.22,30.34,12.05,12.64,11.94,12.21
NCC,300,30.59,29.68,30.57,30.28,12.59,12.13,11.69,12.14
NCC,400,30.29,30.26,30.46,30.34,12.43,12.38,11.82,12.21
