Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ASI,100,10.6,10.52,10.63,10.58,3.54,3.48,3.55,3.52
ASI,200,9.98,10.0,10.02,10.0,3.28,3.28,3.29,3.28
ASI,300,9.67,9.69,9.75,9.7,3.18,3.19,3.22,3.2
ASI,400,9.52,9.54,9.61,9.56,3.19,3.19,3.21,3.2
