Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
NCC,100,27.58,32.07,29.49,29.71,11.69,13.02,12.16,12.29
NCC,200,27.73,32.8,28.57,29.7,11.56,13.05,11.89,12.17
NCC,300,28.14,32.57,28.21,29.64,11.74,13.26,11.79,12.26
NCC,400,28.23,31.48,28.11,29.27,11.72,12.84,11.62,12.06
