Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ZHAA,100,13.31,13.69,13.96,13.65,5.1,5.1,5.29,5.16
ZHAA,200,13.32,13.58,14.02,13.64,4.83,4.98,5.19,5.0
ZHAA,300,13.09,13.04,13.0,13.04,4.78,4.76,4.8,4.78
ZHAA,400,12.32,12.71,12.01,12.35,4.5,4.51,4.42,4.48
