Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YDCK,100,15.48,15.1,14.38,14.99,5.42,5.22,5.2,5.28
YDCK,200,14.25,14.44,14.53,14.41,4.95,5.15,5.23,5.11
YDCK,300,13.43,13.56,13.87,13.62,4.77,4.92,4.97,4.89
YDCK,400,12.6,13.02,12.7,12.77,4.52,4.65,4.52,4.56
