Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
NCC,100,29.28,29.24,29.34,29.29,11.81,11.79,11.83,11.81
NCC,200,29.27,29.22,29.54,29.34,11.8,11.77,11.9,11.82
NCC,300,28.6,28.65,28.77,28.67,11.45,11.46,11.51,11.47
NCC,400,29.02,28.97,29.01,29.0,11.66,11.63,11.68,11.66
