Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YBAA,100,22.49,22.18,23.11,22.59,8.53,8.37,8.92,8.61
YBAA,200,22.46,22.78,22.99,22.74,8.5,8.51,8.7,8.57
YBAA,300,22.19,22.53,22.63,22.45,8.3,8.5,8.57,8.46
YBAA,400,22.1,22.41,22.24,22.25,8.26,8.55,8.39,8.4
