Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
THV,100,32.68,32.23,30.47,31.79,13.63,13.75,11.8,13.06
THV,200,32.68,31.71,31.53,31.97,13.79,13.42,12.45,13.22
THV,300,31.67,30.59,31.26,31.17,13.38,12.89,12.42,12.9
THV,400,31.31,30.36,31.01,30.89,13.24,12.79,12.58,12.87
