Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TNI,100,22.51,23.28,23.38,23.06,8.97,9.39,9.51,9.29
TNI,200,22.71,23.82,23.4,23.31,8.87,9.36,9.25,9.16
TNI,300,22.9,23.91,23.19,23.33,9.03,9.32,9.07,9.14
TNI,400,22.17,22.75,22.32,22.41,8.83,9.04,8.85,8.91
