Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
EBVS,100,38.0,40.28,39.46,39.25,17.84,18.63,17.94,18.14
EBVS,200,38.64,40.21,37.75,38.87,17.89,18.7,17.22,17.94
EBVS,300,38.32,40.53,37.94,38.93,17.59,18.58,17.46,17.88
EBVS,400,38.94,39.65,38.26,38.95,18.02,18.12,17.63,17.92
