Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TLV,100,34.72,34.5,36.09,35.1,14.7,14.96,15.84,15.17
TLV,200,36.4,37.55,37.35,37.1,15.44,16.32,16.44,16.07
TLV,300,36.62,37.59,38.04,37.42,15.37,16.4,16.69,16.15
TLV,400,36.92,37.36,37.53,37.27,15.47,16.32,16.34,16.04
