Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
TLV,100,34.49,34.39,34.31,34.4,15.13,15.07,14.99,15.06
TLV,200,35.47,35.62,35.45,35.51,15.34,15.44,15.38,15.39
TLV,300,35.49,35.6,35.73,35.61,15.47,15.53,15.53,15.51
TLV,400,35.4,35.51,35.59,35.5,15.42,15.47,15.48,15.46
