Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YDCK,100,19.18,19.58,19.02,19.26,7.2,7.23,7.3,7.24
YDCK,200,18.87,19.83,18.59,19.1,7.22,7.26,7.12,7.2
YDCK,300,18.73,18.97,18.57,18.76,7.16,7.05,7.16,7.12
YDCK,400,18.87,18.89,19.09,18.95,7.1,7.1,7.26,7.15
