Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ERMS,100,22.94,22.81,23.13,22.96,9.03,8.95,9.04,9.01
ERMS,200,24.01,24.01,23.85,23.96,9.29,9.29,9.31,9.3
ERMS,300,24.28,24.25,24.47,24.33,9.29,9.28,9.37,9.31
ERMS,400,24.41,24.39,24.27,24.36,9.38,9.37,9.32,9.36
