Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
YDCK,100,21.03,19.16,20.8,20.33,7.5,7.0,7.43,7.31
YDCK,200,20.63,20.9,20.94,20.82,7.26,7.71,7.37,7.45
YDCK,300,20.31,20.63,20.33,20.42,7.15,7.67,7.17,7.33
YDCK,400,20.55,20.17,20.57,20.43,7.22,7.53,7.22,7.32
