Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
NCC,100,15.68,17.35,15.63,16.22,6.02,6.84,6.01,6.29
NCC,200,16.1,17.75,15.97,16.61,6.12,6.95,6.04,6.37
NCC,300,15.41,18.07,15.69,16.39,5.82,6.96,5.91,6.23
NCC,400,15.92,17.55,15.8,16.42,6.15,6.69,6.11,6.32
