Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
ASI,100,16.97,17.27,17.15,17.13,5.82,6.5,6.58,6.3
ASI,200,17.61,17.19,17.13,17.31,5.91,6.51,6.49,6.3
ASI,300,16.22,17.54,17.44,17.07,5.55,6.48,6.56,6.2
ASI,400,15.98,17.18,16.71,16.62,5.55,6.35,6.22,6.04
