Dataset,Size,WER_Seed1,WER_Seed2,WER_Seed3,WER_Avg,CER_Seed1,CER_Seed2,CER_Seed3,CER_Avg
THV,100,42.74,43.52,43.69,43.32,18.39,18.8,18.65,18.61
THV,200,44.86,43.79,44.82,44.49,19.28,18.62,19.21,19.04
THV,300,44.07,45.35,44.49,44.64,18.97,19.66,18.98,19.2
THV,400,44.25,44.8,44.65,44.57,19.36,19.65,19.38,19.46
